,,,,,,,,,,,,FROM EBIRD/HISTORICAL WEATHER DATA,Northernly distribution (place),,,,,,,,,,,,,,,Southernly distribution (place),,,,,,,,,,,,,,,Date of arrival to northernly distribution,,,,,Mean temp (F) at arrival to northernly distribution,,,,,Min temp (F) at arrival to northernly distribution,,,,,Max temp (F) at arrival to northernly distribution,,,,,Date of arrival to southernly distribution,,,,,Mean temp at arrival to southernly distribution,,,,,Min temp at arrival to southernly distribution,,,,,Max temp at arrival to southernly distribution,,,,,Max temp while in northern distribution,,,,,Max temp while in southern distribution,,,,,Min temp while in northern distribution,,,,,Min temp while in southern distribution,,,,,Mean temp while in northern distribution,,,,,Mean temp while in southern distribution,,,,
Pteroglossus_aracari,Black-necked Aracari,200.7,35,29,McNab and Bosque 2001,,Piciformes,Ramphastidae,Migratory,Non,,,"Palmar-Rio Grande, Bolivar, Venezuela",,,"Reserva Forestal del Caura--Las Trincheras, Venezuela",,,"Transit 4 Aurora (6.7527, -59.7283), Cuyuni,Mazaruni, Guyana",,,"Waini River base camp (8.1807,-59.4776), Guyana",,,"El Palmar, Bolivar, Venezuela",,,"Fazenda rio Vermelho, Rio de Janeiro, Brazil",,,"Estrada Lumiar-Aldeia Velha (-22.395,-42.302), Rio de Janeiro, Brazil",,,"Pedra de Tres Pontoes, Afonso Claudio, Brazil",,,"Estrada do Helinho, Rio de Janeiro Brazil",,,"Sumidouro, Rio de Janeiro, Brazil",,,December 12,February 21,February 7,July 25,November 16,77.54,74,78.08,76.75,80.35,73,71,75,73,77,86,84,84,88,86,August 23,July 29,March 16,October 19,July 3,67,77.48,81.04,77.92,72.65,64,70,75,75,70,70,86,88,84,77,n/a,n/a,n/a,n/a,n/a,92.33,93.67,94.67,94,96,n/a,n/a,n/a,n/a,n/a,75,79,75.16,72.5,74.67,n/a,n/a,n/a,n/a,n/a,82,81.88,81.16,80.87,81.34
Baillonius_bailloni,Saffron Toucanet,133,34,19,McNab and Bosque 2001,,Piciformes,Ramphastidae,Resident,Non,,,"Parque Nacional do Itatiaia--area geral, Rio de Janeiro, Brazil",,,"Hotel Fazenda Monte Verde Golf & Resort, Vargem Alta -ES, Brazil",,,"Mata do Caetes, Espirito Santo, Brazil",,,"Reserva Mata do Passarinho, Bandeira, Brazil",,,"Parque Estadual Intervales, Sao Paulo, Brazil",,,"Non Moncona Virgin Lodge, San Pedro, Argentina",,,"Estrada Geral do Braco (-27.1096,-48.7802), Camboriu, Brazil",,,"Cueva Mini lodge and adventure, Eldorado, Argentina",,,"Parque Provincial Salt Encantado, Misiones, Argentina",,,"Parque Provincial Mocona, San Pedro, Argentina",,,March 6,October 21,March 22,November 9,November 18,83.46,71.28,76.54,80.08,81.09,79,64,72,72,77,91,77,84,86,88,August 18,July 1,January 9,October 22,March 17,78.13,76.17,81.92,82.09,83.04,73,70,79,79,81,82,82,86,86,86,93.33,95,94.4,96,98.5,88.67,82,89,88,88,77.67,77,74.2,78.5,79,63.67,61.67,68,64,68,82.55,82.43,81.27,85.22,85.85,73.9,68.46,75.15,72.65,74.18
Ramphastos_dicolorus,Red-Breasted Toucan,328.9,34,20,McNab and Bosque 2001,,Piciformes,Ramphastidae,Resident,Non,,,"Parque Nacional da Serrra do Gandarela (-20.1701,-43.7858), Minas Gerais, Brazil",,,"Estrada Parque Nacional doCaparao (-20.41,-41.837), Minas Gerais, Brazil",,,"Cachoeira do Cerradao, Minas Gerais, Brazil",,,"Casca D'Anta waterfall Parque Nacional da Serra da Canastra, Sao Roque de Minas, Brazil",,,"Parque Estadual de Serra do Mar-Nucleo Cunha, Sao Paulo, Brazil",,,"Parque tematico (-31.611,-52.517), Rio Grade do Sul, Brazil",,,"Santuario Nossa Senhora de Guadalupe, Rio Grande do Sul, Brazil",,,"Sao Francisco de Paula--Pousada Recanto da Mata, Rio Grande do Sul, Brazil",,,"Morro Reutra--area geral, Rio Grande do Sul, Brazil",,,"Morro Reuter -- Estrada Jose Klauck, Rio Grande do Sul, Brazil",,,December 12,January 24,October 7,July 22,January 1,75,85.57,76.82,67.65,86.37,73,79,72,64,79,77,91,86,73,91,August 15,June 30,September 28,March 24,November 8,56.74,59.92,66,72.48,72.3,45,57,63,64,63,72,63,68,82,82,93,93.67,97.67,96.33,95.67,96,94.5,96.67,83,91.5,77,77,75.67,78,76.67,75.79,70.5,70.33,71,72.5,84.29,82.87,84.37,85.5,83.06,79.29,82.71,84.47,74.25,81.19
Ramphastos_toco,Toco Toucan,634.8,34,17,McNab and Bosque 2001,,Piciformes,Ramphastidae,Resident,Non,,,"Georgetown Botanical Gardens, Georgetown, Guyana",,,"Warmuri Trail, Kukama, Guyana",,,"Mahaicony River, Mahaicony, Guyana",,,"Roraima (2.859, - 60.631), Boa Vista, Brazil",,,"Georgetown Botanical Gardens, Georgetown, Guyana",,,"Embrapa Clima Temperado, Rio Grand do Sul, Brazil",,,"Santuario Nossa Senhora de Guadalupe, Rio Grande do Sul, Brazil",,,"Santuario Nossa Senhora de Guadalupe, Rio Grande do Sul, Brazil",,,"Estancia Virocay (AICA CR15), Santo Tome, Argentina",,,"Parque Provincial Mocona, San Pedro, Argentina",,,January 13,June 30,February 27,December 16,February 21,77.26,77.7,78.16,85.2,76.62,70,73,73,79,72,86,86,88,93,84,June 9,June 30,October 28,November 5,March 18,61.15,63,68.64,80.75,77,41,59,63,68,60,72,68,72,99,95,n/a,n/a,n/a,n/a,n/a,96.75,n/a,95,91,89.6,n/a,n/a,n/a,n/a,n/a,68.25,n/a,69.5,73,70.8,n/a,n/a,n/a,n/a,n/a,80.27,n/a,80.55,78.7,77.64
Trachyphonus_darnaudii,D'Arnaud's Barbet,36.6,38,35,McNab and Bosque 2001,,Piciformes,Lybiidae,Resident,Non,,,"Yabello--Elephant Rock, Oromia, Ethiopia",,,"Turmi (general area), Ethiopia",,,"Kidepo Valley National Park, Uganda",,,"Kidepo Valley National Park, Uganda",,,"Lake Baringo, Kenya",,,"Madibira (-8.216,34.835), Mbeya Region, Tanzania",,,"Ruaha River Lodge, Tanzania",,,"Tarangire National Park--Tarangire Simba Lodge, Tanzania",,,"Tarangire National Park--Tarangire Simba Lodge, Tanzania",,,"Tarangire National Park--Tarangire Simba Lodge, Tanzania",,,January 15,February 1,May 2,July 4,August 7,65.5,no data,70.33,72.58,62.5,50,no data,64,68,59,77,no data,75,79,68,October 31,April 10,April 15,June 7,February 20,77.08,72.5,74.87,72.6,76,68,72,66,66,68,88,73,86,81,88,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Coturnix_chinensis,King Quail (in eBird as blue-breasted quail (synoicus chinensis)),47.3,42.2,30.1,Pis 2010,,Galliformes,Phasianidae,Resident,Non,,,"Baruipur Marches, South 24 Parganas, West Bengal, India",,,"Deobali Jalah (26.247,92.604), Nagaon, India",,,"Manas National Park-- Bhuyanpara (Eastern Range), Baksa, India",,,"Maulana Azad Rd, Nagaon, India",,,"Malasi Lake, Cabagan, Phillipines",,,"Sentani Grassland, Papua, Indonesia",,,"Diamond Head Road, Crowdy Bay National Park, New South Wales, AU",,,"Kimbe Bay--Malumalu Island, Papua New Guina",,,"Bindarrabi Bush Camp (Koreelah National Park), Tenterfield, New South Wales, AU",,,"Flood Reserve Road, Lismore, New South Wales, AU",,,July 14,February 10,April 11,February 7,October 25,91.72,65.5,80,68.66,81.83,84,55,68,59,76,100,76,93,79,87,June 20,December 2,August 13,February 27,November 11,78,78,78.62,75.94,68.25,74,64,75,72,66,84,95,83,81,73,93.25,97.33,99.67,n/a,n/a,93,95,95,n/a,95,76,78,84,n/a,n/a,73,86,81,n/a,82,83.01,86.38,89.92,n/a,n/a,82.77,89,86.27,n/a,86.77
Perdix_perdix,Grey Partridge,396.6,42.3,25.1,Pis 2010,,Perdix,Perdix,Resident,Non,,,"Porvoo--Heinajarvi, Finland",,,"Salo, Halikonlahti area, Finland",,,"Jokiniemen Kissahoitola,Tyrnava, Finland",,,"Landsbergaslatten, Uppsala Ian, Sweden",,,"Lappi, Lumijoki, Finland",,,"Sarilar, Turkey",,,"Sarilar, Turkey",,,"Saribeyler, Turkey",,,"Kanibarazan wetland, Iran",,,"Kafkas University Wetland, Turkey",,,January 23,November 27,May 26,December 17,June 9,28.25,20.15,54.1,34.19,52,25,12,45,30,41,30,25,64,37,61,August 2,July 22,November 26,March 21,March 19,83.52,84.57,58.56,43.63,56.8,77,75,54,32,48,91,93,68,54,64,72.5,41,63.75,45,66.5,90.33,93.33,73,94.6,95,52.5,37,51.75,37,52.75,69.33,71,55,72,67.5,62.24,38.63,57.3,42.46,58.47,77.25,79,60.22,80.84,79.68
Phasianus_cholchicus,Ring-Necked Pheasant,74.2,41.4,29.3,Pis 2010,,Galliformes,Phasianidae,Resident,Non,,,"Lupi Hyllykallio, Seinajoki, Finland",,,"Tuusniemi, Koivulahti, Finland",,,"Sundom, Sweden",,,"Nokkala, Finland",,,"Kempeleenlahti Bay, Finland",,,"Bahia Jara, Chile Chico, Chile",,,"Bahia Jara, Chile Chico, Chile",,,"Terra Luna Lodge, Chile Chico, Chile",,,"Vista Hermosa, Coyhaique, chile",,,"Pasado Cruce del Valle Simpson, Coyhaique, Chile",,,April 14,April 4,June 1,May 7,May 19,34.06,31.22,41.16,56.21,44.25,23,18,36,37,41,45,41,46,70,48,Septemer 17,October 26,April 4,April 10,June 21,52.25,57.25,52.2,44.62,35.68,47,50,48,19,32,58,63,55,63,39,76.33,73.5,62,65.75,72,72,78,65.5,66,63,57,54,50.25,54.25,55,51.33,51,52.5,50,49.3,66.16,63.17,55.93,61.06,63.92,62.3,63.74,56.69,55.23,54.12
Oena_capensis,African Namaqua Dove (in eBird as Namaqua Dove),36.4,40,32,Schleucher 1999,,Columbiformes,Columbidae,Resident,Non,,,"Altinkum Plaji, Cyprus",,,"Mobarakiyeh, Iran",,,"Fakhrabad, Iran",,,"Estagfirullah, Turkey",,,"Beit HaArava, Israel",,,"Duiwenhoks River mouth, South Africa",,,"De Hoop Nature Reserve, South Africa",,,"Van Dyks Bay, South Africa",,,"Springerbaai Coastal Eco Estate, South Africa",,,"De Mond Nature Reserve, South Africa",,,April 26,January 5,December 29,October 26,April 24,66.55,38.62,51.23,71.8,61,55,27,36,64,54,81,57,59,76,66,December 14,October 17,December 27,January 19,November 1,63.14,57.6,64.24,67.79,55.7,54,52,54,61,52,75,64,73,77,59,95.5,88.4,68,73.5,n/a,91,89,90,87.6,96.5,74,69.6,54,56.5,n/a,66,65.5,66,61.6,68,81.97,79.57,59.07,64.04,n/a,74.68,72.86,77.07,70.46,79.1
Poecile_atricapillus,Black-capped Chickadee,11.2,36,23.5,Pollock et al. 2019,Summer,Passeriformes,Paridae,Resident,Non,,**,"Kfar Ruppin fishponds, Israel",,,"Mosul Lake--dam outlet, Iraq",,,"Tal Or, Israel",,,"Arikhiya Farm, Qatar",,,"Mara Triangle, Kenya",,,"Rust De Winter Nature Reserve Limpopo, South Africa",,,"North Uthungulu (-27.9358,32.2394), South Africa",,,"Nagana, South Africa",,,"Rooikatkloof Nature Preserve, South Africa",,,"Mkhuze, South Africa",,,July 16,June 24,June 24,June 7,July 8,83.08,92.7,79.46,96.13,65.14,77,75,72,84,59,90,104,86,109,73,July 27,July 13,June 22,June 24,June 14,54.22,54.12,56.19,53.04,68.12,41,41,43,39,60,68,66,73,66,84,n/a,n/a,n/a,n/a,93.25,n/a,87.5,n/a,n/a,89,n/a,n/a,n/a,n/a,69.53,n/a,61.75,n/a,n/a,62,n/a,n/a,n/a,n/a,70.92,n/a,70.76,n/a,n/a,70.51
Nyctea_scandiaca,Snowy owl,1800,18.5,2.5,Gessaman 1972,Winter - Cited in West and Norton 1975,Strigiformes,Strigidae,Migratory,Non,,,"Rield Recreation Park, Edmonton, Alberta, Canada",,,"Grand Prairie, Alberta, Canada",,,"Rang Road 233, Edmonton, Alberta, Canada",,,"Riviere Qui Barre, Edmonton, Alberta, Canada",,,"Cardiff, Alberta, Canada",,,"Dover Air Force Base, Kent, Delaware, United States",,,"West Point, King William, Virginia, United States",,,"Coles County, Illinois, United States",,,"Dover Air Force Base, Kent, Delaware, United States",,,"Sandborn, Knox, Indiana, United States",,,January 1,February 9,February 14,January 9,January 10,27.1,-8.54,33.72,-6.06,3.38,14,-24,25,-17,0,36,5,43,1,5,January 17,January 1,January 7,February 2,January 24,33.13,14.21,10.13,40.54,29.07,31,5,3,31,20,36,22,19,47,39,n/a,68,70.33,69,n/a,n/a,70,60,79,n/a,n/a,38.5,42.5,44.67,n/a,n/a,53,40,61,n/a,n/a,52.67,52.68,54.92,n/a,n/a,58.76,49,69.8,n/a
Cyanoliseus_patagonus,Burrowing parrot (in eBird as Burrowing Parakeet),250,35,15,Zungu et al. 2013,,Psittaciformes,Psittacidae,Migratory,Non,,,"Payogasta, Cachi, Argentina",,,"Salta rafting (-25.293,-65.272), La Vina, Argentina",,,"Cabra Coral, La Vina, Argentina",,,"Campo Kilampa-Tala Canada, Pocho, Argentina",,,"Las Calles, San Alberto, Argentina",,,"Estrada Caleta Cordova, Escalante, Argentina",,,"Ruta Provincial 270, Sarmiento, Argentina",,,"Bosque pertrificado Sarmiento, Sarmiento, Argentina",,,"Aeropuerto Internacional Almirante Marcos A. Zar, Rawson, Argentina",,,"Puerto Madryn, Biedma, Argentina",,,February 26,May 1,March 10,January 10,October 24,60.58,69.83,65.6,74.68,56.61,57,64,61,64,50,64,75,73,86,68,January 15,February 11,August 26,November 12,December 1,68.83,62.26,51.91,65.67,58.54,61,45,45,54,48,79,79,63,77,66,90.2,87.75,86,88.16,91,98.5,93,93,89.5,91,65.8,64.25,60.67,63.67,68,71.5,70,60,66,66,71.63,70.54,69.33,69.23,78.96,83.96,80.69,66.33,76.93,76.68
Cardinalis_cardinalis,Arizona cardinal or northern cardinal,41.3,42,29,"Hinds and Calder, 1973",,Passeriformes,Cardinalidae,Resident,Non,,,"Carlton Park Community Club, Prince Albert, Saskatchewan, Canada",,,"Brule Lake campsite, Cook, Minnesota, United States",,,"Bear Head Lake, St. Louis, Minnesota, United states",,,"28 Lakeview Dr, Terrace Bay, Ontario, Canada",,,"Sainte-Rose-du-Nord, Le Fjord-du-Saguenay, Quebec, Canada",,,"Puerto Angel, Oaxaca, Mexico",,,"Punta Cometa, Oaxaca, Mexico",,,"Parque Nacional Huatulco, Oaxaca, Mexico",,,"Puerto Angel, Oaxaca, Mexico",,,"Playa Zipolite, Oxaca, Mexico",,,July 26,July 5,July 5,November 6,March 2,65.94,77.04,81.67,37.88,19.21,61,69,73,34,9,77,83,91,41,25,January 12,February 18,March 6,March 26,March 25,80.84,81.5,82.33,82.46,84.46,72,73,75,72,75,86,88,88,88,90,61.33,63,65.25,52.5,n/a,88,88.33,89.67,87.25,n/a,40.33,41,41,33,n/a,61,66,65.67,63.75,n/a,48,50.57,51.91,43.35,n/a,75.12,77.33,77.94,75.64,n/a
Callipepla_squamata,Chestnut-bellied scaled quail (in eBird as Scaled Quail),150,35,25,Kline et al. 2019,,Galliformes,Odontophoridae,Resident,Non,,,"Edison BBS Rte--start, El Paso County, Colorado, United states",,,"Miami-Yoder School, Rush, Colorado",,,"Wild Horse, Cheyenne County, Colorado, United States",,,"Ellicott, El Paso County, Colorado, United States",,,"Aroya, Cheyenne County, Colorado, United states",,,"San Pablo Toliman (20.796,-99.918), Queretaro, Mexico",,,"Mesa Las Prenada, Aguascalientes, Mexico",,,"San Jose del Alamito, San Jose de vindeo, Coahuila, Mexico",,,"Charcas, San Luis Potosi, Mexico",,,"Tequisquiapan, Queretaro, Mexico",,,June 21,June 6,April 14,May 21,May 8,55.61,76.79,61.5,67.69,48.75,49,61,43,54,47,66,93,78,83,51,August 29,July 8,January 13,September 4,June 4,65.52,67.37,57.42,62.73,66.6,54,59,37,57,52,79,77,75,70,81,99,102,84.2,96.5,83,82.67,81.25,85,82,84.25,73,69,53.2,65,53,57.33,60,56,58,62.5,84.67,87.79,67.88,80.53,67.92,68.92,69.4,67.78,68.61,73.13
Onychognathus_tristramii,Tristram's Starling,123,36.5,21.5,Dmi'el and Tel-Tzur 1985,,Passeriformes,Sturnidae,Resident,Non,,,"Ein Al-Auja, Israel",,,"Ma'ale Efraim (32.081, 35.38), Israel",,,"Ma'ale Efraim, Israel",,,"Ma'ale Adumim, Israel",,,"Yahel, Israel",,,"Salalah, Oman",,,"Dahariz Beach-Khor End, Oman",,,"The Inter-University Institute for Marine Sciences, Israel",,,"Crowne Plaza Resort, Salalah, Oman",,,"Dahariz Beach-Khor End, Oman",,,October 19,October 28,January 21,October 22,May 9,76.33,no data,no data,no data,no data,70,no data,no data,no data,no data,82,no data,no data,no data,no data,August 10,April 13,March 28,January 27,March 16,76.57,83.39,81.65,75.92,78.09,75,81,75,73,72,79,88,86,79,84,n/a,n/a,n/a,n/a,n/a,113,108.5,105.2,105.2,101.5,n/a,n/a,n/a,n/a,n/a,95,92.25,90.2,88.4,85,n/a,n/a,n/a,n/a,n/a,101.83,98.26,94.86,94.74,89.44
Selenidera_maculirostris,Spot-billed toucanet ,164,34,24,McNab and Bosque 2001,,Piciformes,Ramphastidae,Resident,Non,,,"Istituto Nacional Mata Atlantica, Stana Teresa, Brazil",,,"Jequie, Brazil",,,"Parque Nacional de Boa Nova, Brazil",,,"Pedra de Tres Pontoes, Brazil",,,"Santa Teresa, Brazil",,,"Volta Velha Reserve, Itapoa, Brazil",,,"Quest Brazil, Schroeder, Brazil",,,"Brusque, Brazil",,,"Parque Nacional de Sao Joquim, Brazil",,,"Volta Velha Reserve, Itapoa, Brazil",,,August 22,March 30,March 16,March 15,November 16,68.19,80.48,74.46,69.58,75.4,63,73,73,64,73,81,86,86,72,79,January 19,October 6,October 28,February 13,June 1,75.21,54.15,68.04,68.68,54.39,68,54,59,61,50,86,55,81,82,64,92.33,90.67,93.7,94.16,98.5,84,86,88,88,84.33,75,76.33,74,76,79,64,66.5,63.5,70,61,82,79.83,79.68,83,85.85,71.26,73.98,74.14,74.15,68.96
Gallirallus_philippensis_mellori,Buff-banded rail,169,37,18,"McNab and Ellis, 2006",,Gruiformes,Rallidae,Resident,Non,,,"Laoag City, Phillipines",,,"Mt. Iraya, Basco, Phillipines",,,"Mt. Iraya, Basco, Phillipines",,,"Vaayang Rolling Hills, Basco, Phillipines",,,"Banaue hotel, Phillipines",,,"Kundy Island, South District, New Zealand",,,"Torrent Bay, Tasman District, New Zealand",,,"Marahau, Tasmam District, New Zealand",,,"Port Campbell National Park, Corangamite, Victoria, Australia",,,"Point Wilson, Greater Geelong, Victoria, Australia",,,March 26,February 9,February 13,March 17,February 11,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,September 4,January 9,March 6,June 14,January 4,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Porphyrio_melanotus,Australasian swamphen,920,38,14,"McNab and Ellis, 2006",,Gruiformes,Rallidae,Resident,Non,,,"Kakadu National Park--South Aligator boatramp, West Arnhem, Northern Territory, AU",,,"Kulu River, Papua New Guinea",,,"(-12.5009,136.2708), East Arnhem, Northern territory, AU",,,"Sorong Airport, Papua Barat, Indonesia",,,"Gizo, Ghizo Island, Solomon Islands",,,"Curio Bay, Southland District, New Zealand",,,"Puerua Bridge, Clutha District, New Zealand",,,"Curio Bay, Southland District, New Zealand",,,"Catlins Forest Park, Clutha District, New Zealand",,,"Stewart Island Pelagic Flat Rock, Southland District, New Zealand",,,December 28,July 13,September 21,June 11,December 14,86.26,78.23,86.9,85.5,81.03,81,68,82,77,79,91,86,91,91,84,May 20,January 2,October 11,March 21,November 20,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,97,95,97,95,97,n/a,n/a,n/a,n/a,n/a,86,80,84,81.5,82,n/a,n/a,n/a,n/a,n/a,89.77,86.49,87.06,86.27,87.85,n/a,n/a,n/a,n/a,n/a
Anas_chlorotis,Brown Teal,529,38,24,McNab 2003,,Anseriformes,Anatidae,Resident,Non,,,"Helena Bay, Whangarei District, NZ-NTL",,,"Omaha Bay Vineyard, Rodney District, Aukland, NZ",,,"Cape Reinga (-34.4287,172.6794), Far North District, NZ-NTL",,,"Parua Bay, Whangarei District, NZ-NTL",,,"12 Old Mill Lane Wetlands (Waiotoi River), Whangarei District, NZ-NTL",,,"Mana Island, Porirua City, NZ",,,"Kapiti Island, Kapiti Coast District, NZ-WGN",,,"Snells Beach Flats, Rodney District, NZ-AUK",,,"Papakura--upper Pahurehure Inlet, Papakura District, NZ-AUK",,,"Little Waihi estuary, Western Bay of Plenty District, NZ-BOP",,,February 14,December 15,November 12,November 6,January 29,70.79,67.08,57.98,64.31,72.23,63,59,52,59,64,81,75,64,75,82,January 9,January 14,November 27,December 22,November 15,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,71.83,77,n/a,76,72.2,n/a,n/a,n/a,n/a,n/a,61.33,64,n/a,63,62.2,n/a,n/a,n/a,n/a,n/a,65.79,69.19,n/a,66.2,64.97,n/a,n/a,n/a,n/a,n/a
Ptilinopus_melanospila,Black-naped fruit dove,98.7,33,22,McNab 2000,,Columbiformes,Columbidae,Resident,Non,,,"Sembiki Rd, Jikotomo, Maluku Utara, Obi Island, Indonesia",,,"Cagar Alam Panua, Gorontalo, Indonesia",,,"Pulisan Resrot, Pulisan, North Sulawesi, Indonesia",,,"Tangkoko Batuangus National Park, Sulawesi Utara, Indonesia",,,"The Tip of Borneo, Sabah, Malaysia",,,"Ruteng, Flores, Nusa Tenggara Timur, Indonesia",,,"Gunung Tunak Deer Park, Nusa Tengggara Barat, Indonesia",,,"Villla Rimba, Kedisan, Gianyar, Bali, Indonesia",,,"Puarlolo, Nusa Tenggara Timur, Indonesia",,,"Puarlolo, Nusa Tengggara Timur, Indonesia",,,July 30,June 26,August 14,August 29,April 23,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,November 14,July 11,September 26,May 8,July 29,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Ptilinopus_perlatus,Pink-spotted fruit dove,196,32,24,McNab 2000,,Columbiformes,Columbidae,Resident,Non,,,"Papua Paradise Eco Resort, Papua, Barat, Indonesia",,,"Pulau Wayag, Wajag Island, Papua Barat, Indonesia",,,"Gereja solavide Warimark, Waigeo, Papua Barat, Indonesia",,,"Nimbokrang--forest near village, Papua, Indonesia",,,"Nimbokrang--forest near village, Papua, Indonesia",,,"Lake Murray Lodge, Western Province, Papua New Guinea",,,"Tabubil-Kiunga Rd, Western Province, Papua New Guinea",,,"Nimbokrang--forest viewpoint, Papua, Indonesia (-2.601,140.062)",,,"Lake Murray Ecolodge, Western Province, Papua New Guinea",,,"Milne Bay Province (-10.266751, 150.50144), Papua New Guinea",,,May 27,October 14,December 16,September 10,July 28,84.09,87.45,87.03,84.65,84.74,73,84,82,81,79,91,91,93,90,90,August 24,June 10,November 21,June 11,October 8,70.83,72.72,75.94,75.41,76.51,63,68,72,64,70,81,81,84,84,84,83,99,93,91.33,84,90.67,85.33,91,84,89,71,79,77,77,72,75.33,70.67,75,74,76,74.25,85.71,83.79,82.43,75.91,80.61,76.01,81.94,76.92,80.79
Ducula_rufigaster,purple-tailed imperial pigeon,377,35,26,McNab 2000,,Columbiformes,Columbidae,Resident,Non,,,"Papua Paradise Eco Resort, Papua, Barat, Indonesia",,,"Waigeo- General Island, Papua Barat, Indonesia",,,"Kamtabai Homestay, Waigeo, Papua Barat, Indonesia",,,"Tabbubbil-Kiunga Rd, Western Province, Papua New Guinea",,,"West Waigeo Nature Reserve, Papua Barat, Indonesia",,,"Varirata National Park, Port Moresby, Papua New Guinea",,,"Varirata National Park, Port Moresby, Papua New Guinea",,,"Varirata National Park, Port Moresby, Papua New Guinea",,,NA,,,"Varirata National Park, Port Moresby, Papua New Guinea",,,May 27,March 10,December 14,February 29,November 26,84.09,86.45,87.38,85.91,83.51,73,81,82,75,73,91,91,91,93,95,June 28,May 31,March 12,NA,July 18,73.65,74.13,80.89,NA,63.66,70,70,70,NA,52,82,82,91,NA,73,82,88,93,n/a,90,87,89.75,88.4,n/a,86.67,72,77,77,n/a,77,71.67,74,75.6,n/a,75.33,74.52,79.96,83.79,n/a,82.04,76.93,79.8,79.66,n/a,78.97
Spinus_tristis,American Goldfinch,11.76,35,23.7,Pollock et al. 2019,Summer,Passeriformes,Fringillidae,Migratory,Non,,,"Edmonton, Alberta, Canada",,,"Prince Albert, Saskatchewan, Canada",,,"Edmonton, Alberta, Canada",,,"Edmonton, Alberta, Canada",,,"Edmonton, Alberta, Canada",,,"Tallahassee, Florida, USA",,,"Tallahassee, Florida",,,"Atlanta, Georgia",,,"Macon, Georgia",,,"Panama City, Florida",,,"July 29, 2019","June 20, 2018","August 18, 2017","July 3, 2016","June 26, 2015",61.42,76,61.15,63.73,70.45,52,54,46,52,61,72,90,81,72,82,"January 6, 2019","February 25, 2018","November 19, 2017","December 17, 2016","January 14, 2015",51.92,67.77,48.04,48.74,n/a,37,63,39,37,77,71,72,56,67,91,31.84,28.6,30,43,40.4,73,71.8,75,76,78,10.5,19,12,25.7,20,49.3,46.6,50.6,54.7,54.4,21.2,9,20.8,33.7,30.8,60,59,62.4,64.95,64.98
Dryobates_pubescens,Downy Woodpecker,24.49,34.5,19,Pollock et al. 2019,Summer,Piciformes,Picidae,Resident,Non,,,"Fort Simpson, Northwest Territories, Canada",,,"Fort Nelson, Canada",,,"Fort Smith, Canada",,,"Toad River, Canada",,,"Anchorage, Alaska",,,"Naples, Florida",,,"Tampa, Florida",,,"West Palm Beach, Florida",,,"St. Petersburg, Florida",,,"Boca Raton, Florida",,,"August 19, 2019","September 2, 2018","May 27, 2017","April 29, 2016","August 14, 2015",43.58,55.33,49.17,44.38,59.58,37,41,39,36,50,50,70,57,52,67,"September 1, 2019","December 31, 2018","February 3, 2017","December 16, 2016","February 2, 2015",82.83,73.58,70.54,66.38,73.35,77,68,59,58,66,95,82,79,78,82,47,49.5,44.5,42.7,45,82.6,82.4,85.2,82.2,84,36.68,40,34,30,36,64.3,59.5,66,66.7,71,41.7,44.7,39.5,35.5,40,74,73,76,73.8,76.9
